"ID","source_id","source_type","unix_time","date_time","text","translated","photo_video_id","duplicate","photofilename","processed","predicted","score",,"scored_value"
5666,"tweet3985","X",0,"2020-09-22 09:03:10","Τσίπρας από την Καρδίτσα: «Ασπιρίνες» τα μέτρα της κυβέρνησης – Κάθε μαγαζί έχει ζημιές 100.000 ευρώ  https://t.co/vBNvfXuWNM","Τσίπρας από την Καρδίτσα: «Ασπιρίνες» τα μέτρα της κυβέρνησης – Κάθε μαγαζί έχει ζημιές 100.000 ευρώ",,,,"τσίπρας από την καρδίτσα ασπιρίνες τα μέτρα της κυβέρνησης κάθε μαγαζί έχει ζημιές 100 000 ευρώ",1,"FN",,0
247,"''2401560649970187610","instagram",1600508401,"2020-09-19 09:40:01","° ΙΑΝΟΣ, 19.09.2020 °\n\n#nofilter#nikond7500#timelapse#timelapseart#timelapsevideo#timelapsephotography#ianos#rain#lightning#thunder#naxos#cyclades_islands#ig_cyclades#ig_greece#wu_greece#greecelover_gr#super_greece#greecetravelgr1_#igers_greece#loves_greece#discover_greece_#colors_of_greece#thesoulofgreece#life_greece#urban_greece#kings_greece#super_greece_channel","Iaans, 19.09.2020 ° \ n \ n#nofilter#nikond7500#timelapse#timelapseart#timelapsevideo#timelapsephotography#ano#lightning#thunder#naxos#cyclades_islands#igclades ecetravelgr1_#igers_greece#loves_greece #discover_greece_#colors_of_greece#thesoulofgreece#life_greece#Urban_greece#kings_greece#super_greece_channel",,,"119935915_316245479475592_6036085098343460207_n.jpg","iaans 19 09 2020 n n nofilter nikond7500 timelapse timelapseart timelapsevideo timelapsephotography ano lightning thunder naxos cyclades_islands igclades ecetravelgr1_ igers_greece loves_greece discover_greece_ colors_of_greece thesoulofgreece life_greece urban_greece kings_greece super_greece_channel",1,"FN",,0
6030,"tweet4349","X",0,"2020-09-23 06:35:41","Καιρός: Βροχές στο βόρειο Ιόνιο - Ηλιοφάνεια στην υπόλοιπη χώρα - https://t.co/TnTEIolElg https://t.co/HzHozxayfJ","Καιρός: Βροχές στο βόρειο Ιόνιο - Ηλιοφάνεια στην υπόλοιπη χώρα -",,,,"καιρός βροχές στο βόρειο ιόνιο ηλιοφάνεια στην υπόλοιπη χώρα",0,"TN",,0
3653,"tweet1972","X",0,"2020-09-19 08:37:37","Τι γατόνια μετεωρολόγους έχουμε ρε, στη Πελοπόννησο περιμέναμε καταστροφές, στα Τρίκαλα και την Καρδίτσα έγιναν, ευτυχώς πέτυχαν τη χώρα #Ianos #ΙΑΝΟΣ","Τι γατόνια μετεωρολόγους έχουμε ρε, στη Πελοπόννησο περιμέναμε καταστροφές, στα Τρίκαλα και την Καρδίτσα έγιναν, ευτυχώς πέτυχαν τη χώρα #Ianos #ΙΑΝΟΣ",,,,"τι γατόνια μετεωρολόγους έχουμε ρε στη πελοπόννησο περιμέναμε καταστροφές στα τρίκαλα και την καρδίτσα έγιναν ευτυχώς πέτυχαν τη χώρα ianos ιανος",1,"FN",,0
6690,"Flickr142","Flickr",,"2020-10-19 15:28:24","Bangladesh","Μπαγκλαντές",50506283892,,"50506283892.jpg","μπαγκλαντές",0,"TN",,0
3569,"tweet1888","X",0,"2020-09-19 02:06:35","Ο καιρός
που θα φοράτε αντί
για μασκα Στρινγκ
Έφτασε
Γέρων Γερουν","Ο καιρόςπου θα φοράτε αντίγια μασκα ΣτρινγκΈφτασεΓέρων Γερουν",,,,"ο καιρόςπου θα φοράτε αντίγια μασκα στρινγκέφτασεγέρων γερουν",0,"TN",,0
5762,"tweet4081","X",0,"2020-09-22 12:15:27","Είναι καιρός να συζητήσουμε το καθεστώς των 12 νησιών, τα οποία οι Ιταλοί υποσχέθηκαν να δώσουν πίσω με τη συνθήκη Ushi που υπογράφηκε ως αποτέλεσμα του πολέμου της Τρίπολης, αλλά δεν παραβίασαν τη συμφωνία και μεταφέρθηκαν στην","Είναι καιρός να συζητήσουμε το καθεστώς των 12 νησιών, τα οποία οι Ιταλοί υποσχέθηκαν να δώσουν πίσω με τη συνθήκη Ushi που υπογράφηκε ως αποτέλεσμα του πολέμου της Τρίπολης, αλλά δεν παραβίασαν τη συμφωνία και μεταφέρθηκαν στην",,,,"είναι καιρός να συζητήσουμε το καθεστώς των 12 νησιών τα οποία οι ιταλοί υποσχέθηκαν να δώσουν πίσω με τη συνθήκη ushi που υπογράφηκε ως αποτέλεσμα του πολέμου της τρίπολης αλλά δεν παραβίασαν τη συμφωνία και μεταφέρθηκαν στην",0,"ΤΝ",,0
8750,"YouTube1393","YouTube",,"2020-09-17T12:05:59Z","ΑΝΑΚΟΙΝΩΣΗ ΙΣΧΥΡΗΣ ΣΥΣΤΑΣΗΣ ΠΕΡΙΟΡΙΣΜΟΥ ΜΕΤΑΚΙΝΗΣΕΩΝ ΛΟΓΩ ΚΑΚΟΚΑΙΡΙΑΣ Σήμερα 17-9-2020, ενόψει των ... Ζάκυνθος: Συνέντευξη Τύπου για Μεσογειακό Κυκλώνα «Ιανός» | Ισχυρή Σύσταση Περιορισμού Μετακινήσεων","ΑΝΑΚΟΙΝΩΣΗ ΙΣΧΥΡΗΣ ΣΥΣΤΑΣΗΣ ΠΕΡΙΟΡΙΣΜΟΥ ΜΕΤΑΚΙΝΗΣΕΩΝ ΛΟΓΩ ΚΑΚΟΚΑΙΡΙΑΣ Σήμερα 17-9-2020, ενόψει των. Ζάκυνθος: Συνέντευξη Τύπου για Μεσογειακό Κυκλώνα «Ιανός» | Ισχυρή Σύσταση Περιορισμού Μετακινήσεων","qP8bCdipYEo",1,"na","ανακοινωση ισχυρης συστασης περιορισμου μετακινησεων λογω κακοκαιριας σήμερα 17 9 2020 ενόψει των ζάκυνθος συνέντευξη τύπου για μεσογειακό κυκλώνα ιανός ισχυρή σύσταση περιορισμού μετακινήσεων",0,"ΤΝ",,0
1409,"''2401147061362923975","instagram",1600459057,"2020-09-18 19:57:37","Τη θέλει η μοναξιά την...καλοπέραση της...!!!😆🍰\nΚαληνύχτα λοιπόν***\n#KOSTAS_BARAS #solitude #summerinthecity #strangecityofAthens #nopeopleinthesephotos #balkony_bar #Ianos","Τη θέλει η μοναξιά την.καλοπέραση της.!!!\nΚαληνύχτα λοιπόν***\n#KOSTAS_BARAS #solitude #summerinthecity #strangecityofAthens #nopeopleinthesephotos #balkony_bar #Ianos",,,"119600043_2813220322254337_5419701241078587304_n.jpg","τη θέλει η μοναξιά την καλοπέραση της nκαληνύχτα λοιπόν n kostas_baras solitude summerinthecity strangecityofathens nopeopleinthesephotos balkony_bar ianos",0,"ΤΝ",,0
6056,"tweet4375","X",0,"2020-09-23 07:18:51","Καιρός: Μικρή άνοδος της θερμοκρασίας και αραιές νεφώσεις αύριο σε όλη τη χώρα - https://t.co/6WyTmb9Oa3","Καιρός: Μικρή άνοδος της θερμοκρασίας και αραιές νεφώσεις αύριο σε όλη τη χώρα -",,,,"καιρός μικρή άνοδος της θερμοκρασίας και αραιές νεφώσεις αύριο σε όλη τη χώρα",0,"TN",,0
6403,"tweet4722","X",0,"2020-09-23 19:04:37","Στέλιος Πέτσας: Πάνω από 100 εκατ. ευρώ θα δοθούν στην Καρδίτσα για τις ζημιές - https://t.co/HR6ywlS8jm https://t.co/6Hoaoqe01k","Στέλιος Πέτσας: Πάνω από 100 εκατ. ευρώ θα δοθούν στην Καρδίτσα για τις ζημιές -",,,,"στέλιος πέτσας πάνω από 100 εκατ ευρώ θα δοθούν στην καρδίτσα για τις ζημιές",0,"TN",,0
353,"''2402996052772246631","instagram",1600679473,"2020-09-21 09:11:13","Χρειαζόμαστε βοήθεια. Η κατάσταση είναι πέρα από αποκαρδιωτική. \n\nΜετράμε τις πληγές μας στην Καρδίτσα μετά το πέρασμα του Ιανού. \n\nΤις ζωές που χάθηκαν, τους ανθρώπους που εγκλωβίστηκαν, τα 5000 σπίτια που καταστράφηκαν, τις επιχειρήσεις που αποδεκατίστηκαν, την οικονομία μας που ισοπεδώθηκε.. \n\nΈρχεται στρατός και υδροφόρες να μας βοηθήσουν αλλά μέχρι τότε παλεύουμε μόνοι μας. \n\nΠαρακαλούμε ανταποκριθείτε σε ό,τι πρωτοβουλίες για οργανωμένη βοήθεια δείτε. 🙏 Θα ανεβάζω στα stories ό,τι ακούσω. Επίσης ελέγξτε τον λογαριασμό \n@in_karditsa\n#supportkarditsa","Χρειαζόμαστε βοήθεια. Η κατάσταση είναι πέρα από αποκαρδιωτική. \n\nΜετράμε τις πληγές μας στην Καρδίτσα μετά το πέρασμα του Ιανού. \n\nΤις ζωές που χάθηκαν, τους ανθρώπους που εγκλωβίστηκαν, τα 5000 σπίτια που καταστράφηκαν, τις επιχειρήσεις που αποδεκατίστηκαν, την οικονομία μας που ισοπεδώθηκε.\n\nΈρχεται στρατός και υδροφόρες να μας βοηθήσουν αλλά μέχρι τότε παλεύουμε μόνοι μας. \n\nΠαρακαλούμε ανταποκριθείτε σε ό,τι πρωτοβουλίες για οργανωμένη βοήθεια δείτε. Θα ανεβάζω στα stories ό,τι ακούσω. Επίσης ελέγξτε τον λογαριασμό \n@in_karditsa\n#supportkarditsa",,,"119884943_209714233828189_8031015422419920808_n.jpg","χρειαζο μαστε βοη θεια η κατα σταση ει ναι πε ρα απο αποκαρδιωτικη n nμετρα με τις πληγε ς μας στην καρδι τσα μετα το πε ρασμα του ιανου n nτις ζωε ς που χα θηκαν τους ανθρω πους που εγκλωβι στηκαν τα 5000 σπι τια που καταστρα φηκαν τις επιχειρη σεις που αποδεκατι στηκαν την οικονομι α μας που ισοπεδω θηκε n nε ρχεται στρατο ς και υδροφο ρες να μας βοηθη σουν αλλα με χρι το τε παλευ ουμε μο νοι μας n nπαρακαλου με ανταποκριθει τε σε ο τι πρωτοβουλι ες για οργανωμε νη βοη θεια δει τε θα ανεβα ζω στα stories ο τι ακου σω επι σης ελέγξτε τον λογαριασμο n in_karditsa n supportkarditsa",1,"TP",,1
600,"''2401976632125332462","instagram",1600557949,"2020-09-19 23:25:49","#cycloneianos #cyclone #Greece #karditsa #cyclone2020 #thessaly #distroy #griechenland #greece2020 #streetphotography #architecture #hellas #staystrong #ianos #rain","#CyCloneianOS #CyClone #greece #karditsa #cyclone2020 #Thessaly #Distroy #griechenland #GREECE2020 #streetPhotography #Architecture #hellas #staystrong #ianos #Rain",,,"119790673_1385059868351544_6723960234763190793_n.jpg","cycloneianos cyclone greece karditsa cyclone2020 thessaly distroy griechenland greece2020 streetphotography architecture hellas staystrong ianos rain",0,"ΤΝ",,0
5586,"tweet3905","X",0,"2020-09-22 06:53:25","Εσείς το ξέρατε πως ΚΑΙ ο καιρός μπορεί ν αλλάξει μ ένα νόμο σ ένα άρθρο ή είστε τπτ φασίστες;
ΗΡΕΜΑ ΡΩΤΆΩ. 
#ζαβαλέκσης #ζαίοι_ξεφτίλες","Εσείς το ξέρατε πως ΚΑΙ ο καιρός μπορεί ν αλλάξει μ ένα νόμο σ ένα άρθρο ή είστε τπτ φασίστες;ΗΡΕΜΑ ΡΩΤΆΩ. #ζαβαλέκσης #ζαίοι_ξεφτίλες",,,,"εσείς το ξέρατε πως και ο καιρός μπορεί ν αλλάξει μ ένα νόμο σ ένα άρθρο ή είστε τπτ φασίστες ηρεμα ρωτάω ζαβαλέκσης ζαίοι_ξεφτίλες",1,"FN",,0
3153,"tweet1472","X",0,"2020-09-18 16:41:43","@CoromotoMyriam Amen!","Coromotomyriam Amen!",,,,"coromotomyriam amen",0,"TN",,0
1907,"tweet226","X",0,"2020-09-17 01:11:58","⚠️🌀 El #Medicane #Ianos probablemente el Viernes a vista de Satélite en pleno Mar Jónico será para guardar, histórico. Si las previsiones se cumplen puede tener un ""ojo"" en su centro medianamente definido durante horas y una robusta estructura circular digna de estudio. https://t.co/DVUFe9VLbj","⚠️🌀 Το #Medicane #Ianos πιθανότατα την Παρασκευή, όπως φαίνεται από το δορυφορικό σήμα, θα είναι ιστορικό, καθώς θα βρίσκεται στο Ιόνιο Πέλαγος. Εάν οι προβλέψεις επαληθευτούν, μπορεί να έχει ένα «μάτι» στο κέντρο του, το οποίο θα είναι αρκετά καθορισμένο για ώρες, και μια ισχυρή κυκλική δομή που αξίζει να μελετηθεί.",,,,"το medicane ianos πιθανότατα την παρασκευή στο δορυφορικό θέαμα στη ιωνική θάλασσα θα είναι να σώσει ιστορική εάν εκπληρωθούν οι προβλέψεις μπορείτε να έχετε ένα μάτι στο μέτρια καθορισμένο κέντρο για ώρες και μια ισχυρή κυκλική δομή που αξίζει να σπουδάσει",1,"TP","TRANSLATE PROPERLY",1
6621,"Flickr73","Flickr",,"2020-10-05 14:08:23","2262 (Lanaudiere, QC, Canada) Après un arc-en-ciel à la maison (et la douche qui va avec LOL), je décide de partir en catastrophe à 5 minutes de la maison.. En 30 minutes, sur le bord d'un rang, j'ai eu droit à tous les choix... golden hour, douches sous les averses et double arc-en-ciel dans les nuages jaunes, puis complètement roses et un coucher de soleil très intéressant.......

After a rainbow at home, I suddenly decided to leave for a place, 5 minutes from home. In 30 minutes, I saw everything a photographer like.. At golden hour and sunset, showers with rainbows in yellow and pink clouds, an interesting sunset ...","2262 (Lanaudiere, QC, Καναδάς) μετά από ένα ουράνιο τόξο στο σπίτι (και το ντους που πηγαίνει με lol), αποφασίζω να πάω σε καταστροφή 5 λεπτά από το σπίτι. Όλες οι επιλογές. Σε 30 λεπτά, είδα την Everything έναν φωτογράφο όπως η χρυσή ώρα και το ηλιοβασίλεμα, ντους με ουράνια τόξα σε κίτρινα και ροζ σύννεφα, ένα ενδιαφέρον ηλιοβασίλεμα.",50423167071,,"50423167071.jpg","2262 lanaudiere qc καναδάς μετά από ένα ουράνιο τόξο στο σπίτι και το ντους που πηγαίνει με lol αποφασίζω να πάω σε καταστροφή 5 λεπτά από το σπίτι όλες οι επιλογές σε 30 λεπτά είδα την everything έναν φωτογράφο όπως η χρυσή ώρα και το ηλιοβασίλεμα ντους με ουράνια τόξα σε κίτρινα και ροζ σύννεφα ένα ενδιαφέρον ηλιοβασίλεμα",0,"TN","TRANSLATE PROPERLY",0
444,"''2402192562082740768","instagram",1600583690,"2020-09-20 06:34:50","The rare phenomenon of a Mediterranean hurricane approaching Heraklio yesterday afternoon. Beachtime cut short and rushed back home to take shelter from intense lightning, thunder and huge amounts of rain. In awe of nature's power ⛈🌊 #medicane #mediterranean #hurricane #ianos #beachstorm #crete #heraklion #climatechange #globalwarming #naturepower #lightning #floods #cosynight #saturdaynightin","Το σπάνιο φαινόμενο ενός μεσογειακού τυφώνα που πλησιάζει το Heraklio χθες το απόγευμα. Το Beachtime έκοψε και έσπευσε πίσω στο σπίτι για να πάρει καταφύγιο από έντονο αστραπή, βροντή και τεράστιες ποσότητες βροχής. Στο δέος της εξουσίας της φύσης #Medicane #MedIterranean #hurricane #ianos #beachstorm #crete #Heraklion #ClimateChange #GlobalWarming #NaturePower #Lightning #Floods #COSYNIGHT #SaturdaynightIn",,,"119859053_125445822336461_1164279355321354095_n.jpg","το σπάνιο φαινόμενο ενός μεσογειακού τυφώνα που πλησιάζει το heraklio χθες το απόγευμα το beachtime έκοψε και έσπευσε πίσω στο σπίτι για να πάρει καταφύγιο από έντονο αστραπή βροντή και τεράστιες ποσότητες βροχής στο δέος της εξουσίας της φύσης medicane mediterranean hurricane ianos beachstorm crete heraklion climatechange globalwarming naturepower lightning floods cosynight saturdaynightin",1,"TP","*",1
7783,"YouTube426","YouTube",,"2020-09-16T15:14:42Z","L&#39;ouragan Sally et ses inondations balaient le Sud-Est des Etats-Unis Rues submergées, vents violents et coupures de courant : l'État américain de l'Alabama et le nord-ouest de la Floride étaient ...","Η Ouragan Sally και οι πλημμύρες της σαρώνουν τα νοτιοανατολικά των Ηνωμένων Πολιτειών Οι βυθισμένοι δρόμοι, οι ισχυροί άνεμοι και οι περικοπές ρεύματος: η αμερικανική πολιτεία της Αλαμπάμα και η βορειοδυτική Φλόριντα ήταν.","kVzpTjM43BM",1,"na","η ouragan sally και οι πλημμύρες της σαρώνουν τα νοτιοανατολικά των ηνωμένων πολιτειών οι βυθισμένοι δρόμοι οι ισχυροί άνεμοι και οι περικοπές ρεύματος η αμερικανική πολιτεία της αλαμπάμα και η βορειοδυτική φλόριντα ήταν",0,"TN",,0
252,"''2400946291114903908","instagram",1600435123,"2020-09-18 13:18:43","Περιμένοντας τη βροχή...\nΚολυμπήθρα, Τήνος 📍\n.\n.\n.\n#kolympithra #kolympithrabeach #tinos #nofilter #ianos #tinosisland #tinosseptember #september2020 #paradise #liveonisland #cyclades #cyclades_islands #lovetinos #tinosgreece #tinostoday #κολυμπήθρα #σεπτεμβρης #skyporn #seaporn #bestseason #instalike","Περιμένοντας τη βροχή.\nΚολυμπήθρα, Τήνος \n.\n.\n.\n#kolympithra #kolympithrabeach #tinos #nofilter #ianos #tinosisland #tinosseptember #september2020 #paradise #liveonisland #cyclades #cyclades_islands #lovetinos #tinosgreece #tinostoday #κολυμπήθρα #σεπτεμβρης #skyporn #seaporn #bestseason #instalike",,,"119924106_336085537506372_7509641067591981768_n.jpg","περιμένοντας τη βροχή nκολυμπήθρα τήνος n n n n kolympithra kolympithrabeach tinos nofilter ianos tinosisland tinosseptember september2020 paradise liveonisland cyclades cyclades_islands lovetinos tinosgreece tinostoday κολυμπήθρα σεπτεμβρης skyporn seaporn bestseason instalike",1,"FN",,0
253,"''2403376612432529504","instagram",1600724840,"2020-09-21 21:47:20","Momentum\n.\n.\n.\n#monopolada #kefalonia #kefaloniamemes #hurricane #medicane #ianos #waittill","Momentum \ n.",,,"119923382_1113896825790708_608669392677347974_n.jpg","momentum n",0,"TN",,0
4668,"tweet2987","X",0,"2020-09-20 13:21:16","Μηταράκης: Θα αποζημιωθούν κάτοικοι και επιχειρηματίες για ζημιές από τις φωτιές στη Μόρια https://t.co/ufD89NvApm","Μηταράκης: Θα αποζημιωθούν κάτοικοι και επιχειρηματίες για ζημιές από τις φωτιές στη Μόρια",,,,"μηταράκης θα αποζημιωθούν κάτοικοι και επιχειρηματίες για ζημιές από τις φωτιές στη μόρια",0,"TN",,0
1276,"''2399388323663220867","instagram",1600249409,"2020-09-16 09:43:29","\""IANOS\"" COMINCIA AD INTENSIFICARSI\nIl Met Office conferma, si chiama #IANOS e ha le carattarestiche di una #tempesta #tropicale\n\nAggiornamenti e dettagli sul nostro sito web","Το Ianos \ ""αρχίζει να εντείνει το \ nil met Office επιβεβαιώνει, ονομάζεται #IANOS και έχει το φλιτζάνι ενός #Tempasta #Tropical \ n \ naggiorno και λεπτομέρειες στον ιστότοπό μας",,,"119648560_321585272430485_7234807229207656587_n.jpg","το ianos αρχίζει να εντείνει το nil met office επιβεβαιώνει ονομάζεται ianos και έχει το φλιτζάνι ενός tempasta tropical n naggiorno και λεπτομέρειες στον ιστότοπό μας",1,"TP","TRANSLATE PROPERLY",1
8285,"YouTube928","YouTube",,"2020-09-17T21:31:18Z","Ianos, l'uragano Medicane sullo Ionio. Video prodotto dal CMCC sulla base dei delle previsioni (Onde e Correnti) del servizio ... Le correnti dell&#39;uragano Medicane","Ianos, τυφώνας Medicane στο Ιόνιο. Βίντεο που παράγεται από το CMCC με βάση τις προβλέψεις (κύματα και ρεύματα) της υπηρεσίας. Τα ρεύματα του τυφώνα του Medicane","7fdmrmPKC3E",1,"na","ianos τυφώνας medicane στο ιόνιο βίντεο που παράγεται από το cmcc με βάση τις προβλέψεις κύματα και ρεύματα της υπηρεσίας τα ρεύματα του τυφώνα του medicane",0,"TN",,0
5761,"tweet4080","X",0,"2020-09-22 12:14:42","@Silver_Spidey @SotiStra Χθες εμενα μου είπαν εδω μεσα σωπα ρε κοντεύεις να μπεις στον μηνα σου ποτε περασε ο καιρος. Και μετα η σωτη ακομα μας βριζει που της λεμε πως κράτησε 3μιση αιωνες","Silver_Spidey @SotiStra Χθες εμενα μου είπαν εδω μεσα σωπα ρε κοντεύεις να μπεις στον μηνα σου ποτε περασε ο καιρος. Και μετα η σωτη ακομα μας βριζει που της λεμε πως κράτησε 3μιση αιωνες",,,,"silver_spidey sotistra χθες εμενα μου είπαν εδω μεσα σωπα ρε κοντεύεις να μπεις στον μηνα σου ποτε περασε ο καιρος και μετα η σωτη ακομα μας βριζει που της λεμε πως κράτησε 3μιση αιωνες",0,"TN",,0
4097,"tweet2416","X",0,"2020-09-19 17:21:50","ιανος  [Κλικ και διαβάστε στο thecaller] Καιρός αύριο: Σε ποιες περιοχές θα βρέξει – Πώς θα κινηθεί «Ιανός» https://t.co/7IV3DLZCHb","ιανος [Κλικ και διαβάστε στο thecaller] Καιρός αύριο: Σε ποιες περιοχές θα βρέξει – Πώς θα κινηθεί «Ιανός»",,,,"ιανος κλικ και διαβάστε στο thecaller καιρός αύριο σε ποιες περιοχές θα βρέξει πώς θα κινηθεί ιανός",0,"TN",,0
6380,"tweet4699","X",0,"2020-09-23 17:48:26","@NickRomanos Λιγος ο καιρος σας...εκτος αν κανεις ταμα στα Ιεροσολυμα και πιασει 🤣🤣🤣 που καταντησε αυτη η χωρα να την κυβερνουν παρατραγουδα και να βγαζουν και γλωσσα τα σκυβαλα...","NickRomanos Λιγος ο καιρος σας.εκτος αν κανεις ταμα στα Ιεροσολυμα και πιασει που καταντησε αυτη η χωρα να την κυβερνουν παρατραγουδα και να βγαζουν και γλωσσα τα σκυβαλα.",,,,"nickromanos λιγος ο καιρος σας εκτος αν κανεις ταμα στα ιεροσολυμα και πιασει που καταντησε αυτη η χωρα να την κυβερνουν παρατραγουδα και να βγαζουν και γλωσσα τα σκυβαλα",0,"TN",,0
1789,"tweet108","X",0,"2020-09-16 16:08:40","@MattHugo81 Tropical storm #Ianos which has been named by the National Observatory of Athens earlier 🤔","Matthugo81 Tropical Storm #IANOS που έχει ονομαστεί από το Εθνικό Παρατηρητήριο της Αθήνας νωρίτερα",,,,"matthugo81 tropical storm ianos που έχει ονομαστεί από το εθνικό παρατηρητήριο της αθήνας νωρίτερα",0,"TN",,0
3214,"tweet1533","X",0,"2020-09-18 17:41:26","Yo sería profe o tendría una papelería. Aunque tengo una imprenta es como más guay no? 🤷🏻‍♀️","Θα ήμουν δάσκαλος ή θα έχω ένα χαρτοπωλείο. Παρόλο που έχω εκτυπωτικό τύπο, είναι πιο δροσερό;",,,,"θα ήμουν δάσκαλος ή θα έχω ένα χαρτοπωλείο παρόλο που έχω εκτυπωτικό τύπο είναι πιο δροσερό",0,"TN",,0
2368,"tweet687","X",0,"2020-09-17 20:39:24","""[O]ne of the strongest Mediterranean tropical-like cyclones [aka medicanes] on record""  . . .  and its name is #Ianos. 

https://t.co/uj4stTnxfR https://t.co/RanYDk3OBA","O] των ισχυρότερων μεσογειακών τροπικών κυκλώνων που μοιάζουν με τροπικά, και ως το όνομά του είναι #Inos.",,,,"o των ισχυρότερων μεσογειακών τροπικών κυκλώνων που μοιάζουν με τροπικά και ως το όνομά του είναι inos",0,"TN","TRANSLATE PROPERLY",0
1990,"tweet309","X",0,"2020-09-17 11:13:27","Previsti venti a oltre 120km/h, 300mm di piogge, allarme x costa ovest della #Grecia, venti forti su coste ioniche Puglia e Calabria. La temperatura del Mediterraneo è oltre i 27°. Surriscaldamento del pianeta. Non se ne parla mai abbastanza
#ianos #udine #medicane #meteociardi","Υπάρχουν είκοσι έως πάνω από 120 χιλιόμετρα/ώρα, 300 χιλιοστά βροχών, συναγερμός X West Coast της #Gercia, ισχυροί άνεμοι στις ακτές του Ιονίου Puglia και Calabria. Η θερμοκρασία της Μεσογείου είναι πάνω από 27 °. Υπερθέρμανση του πλανήτη. Ποτέ δεν μιλάει για αρκετό #IANOS #Udine #Medicane #MeteoCiardi",,,,"υπάρχουν είκοσι έως πάνω από 120 χιλιόμετρα ώρα 300 χιλιοστά βροχών συναγερμός x west coast της gercia ισχυροί άνεμοι στις ακτές του ιονίου puglia και calabria η θερμοκρασία της μεσογείου είναι πάνω από 27 υπερθέρμανση του πλανήτη ποτέ δεν μιλάει για αρκετό ianos udine medicane meteociardi",0,"FP",,1
2778,"tweet1097","X",0,"2020-09-18 10:31:44","«Αλώβητη» η Κέρκυρα από τον «Ιανό» - Ζημιές σε σκάφη στη Λευκάδα https://t.co/K6GZnG93RN","Αλώβητη» η Κέρκυρα από τον «Ιανό» - Ζημιές σε σκάφη στη Λευκάδα",,,,"αλώβητη η κέρκυρα από τον ιανό ζημιές σε σκάφη στη λευκάδα",0,"TN",,0
2550,"tweet869","X",0,"2020-09-18 07:21:50","First light of the day #medicane #ianos #janus now in full effect. Power outages i most part of Zakynthos Island and many damages reported. https://t.co/KvN236nn8Y","Πρώτο φως της ημέρας #Medicane #ianos #Janus τώρα σε πλήρη ισχύ. Διακοπές ρεύματος Το μεγαλύτερο μέρος του νησιού του Ζακύνου και πολλές αποζημιώσεις αναφέρθηκαν.",,,,"πρώτο φως της ημέρας medicane ianos janus τώρα σε πλήρη ισχύ διακοπές ρεύματος το μεγαλύτερο μέρος του νησιού του ζακύνου και πολλές αποζημιώσεις αναφέρθηκαν",0,"TN","TRANSLATE PROPERLY",0
2379,"tweet698","X",0,"2020-09-17 20:49:39","Medicane Ianos’ journey so far:

#medicane #Ianos #Cassilda #Udine https://t.co/TloaOgktv7","Το ταξίδι του Medicane Ianos μέχρι στιγμής: #Medicane #ianos #Cassilda #Udine",,,,"το ταξίδι του medicane ianos μέχρι στιγμής medicane ianos cassilda udine",0,"TN",,0
2044,"tweet363","X",0,"2020-09-17 14:00:00",".@nhardalias: 
""Western #Greece in state of special civil protection mobilisation due to the arrival of #Ianos"" 

https://t.co/PJWgvMHMcP","NHARDALIAS: ""Δυτική #greece σε κατάσταση ειδικής κινητοποίησης πολιτικής προστασίας λόγω της άφιξης #IANOS""",,,,"nhardalias δυτική greece σε κατάσταση ειδικής κινητοποίησης πολιτικής προστασίας λόγω της άφιξης ianos",0,"TN",,0
2898,"tweet1217","X",0,"2020-09-18 12:09:57","@leftgr αχ ρε μαρεβα παλι κανεις ζημιες","leftgr αχ ρε μαρεβα παλι κανεις ζημιες",,,,"leftgr αχ ρε μαρεβα παλι κανεις ζημιες",0,"TN",,0
3783,"tweet2102","X",0,"2020-09-19 10:43:45","Μια ηλικιωμένη γυναίκα στα Φάρσαλα, είναι το πρώτο θύμα του Ιανού - Ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις - Επιχειρήσεις για απεγκλωβισμούς ανθρώπων https://t.co/3OQpUoxHIj","Μια ηλικιωμένη γυναίκα στα Φάρσαλα, είναι το πρώτο θύμα του Ιανού - Ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις - Επιχειρήσεις για απεγκλωβισμούς ανθρώπων",,,,"μια ηλικιωμένη γυναίκα στα φάρσαλα είναι το πρώτο θύμα του ιανού ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις επιχειρήσεις για απεγκλωβισμούς ανθρώπων",0,"TN",,0
4732,"tweet3051","X",0,"2020-09-20 14:46:26","Περιορισμένης έκτασης οι ζημίες από τον «Ιανό» σε αρχαιολογικούς χώρους και μουσεία https://t.co/ArqiqI3dx6","Περιορισμένης έκτασης οι ζημίες από τον «Ιανό» σε αρχαιολογικούς χώρους και μουσεία",,,,"περιορισμένης έκτασης οι ζημίες από τον ιανό σε αρχαιολογικούς χώρους και μουσεία",0,"TN",,0
8361,"YouTube1004","YouTube",,"2020-09-17T15:10:54Z"," Ζάκυνθος medicane | Τα καιρικά φαινόμενα γίνονται πιο έντονα"," Ζάκυνθος medicane | Τα καιρικά φαινόμενα γίνονται πιο έντονα","BVdP_sMGtGQ",1,"na","ζάκυνθος medicane τα καιρικά φαινόμενα γίνονται πιο έντονα",0,"TN",,0
