ID,source_id,source_type,text,translated,photo_video_id,duplicate,photofilename,processed,predicted,SCORE,COMMENT
1961,tweet280,X,Caro 2020 ma  anche no. #ianos #medicane https://t.co/qKrYD6k5jO,Αγαπητέ 2020 αλλά και όχι. #ianos #Medicane,,,,αγαπητέ 2020 αλλά και όχι ianos medicane,0,TN,
6154,tweet4473,X,Καιρός: Έκτακτο Δελτίο Επιδείνωσης – Ποιες περιοχές επηρεάζονται https://t.co/XvplhgVYcy,Καιρός: Έκτακτο Δελτίο Επιδείνωσης – Ποιες περιοχές επηρεάζονται,,,,καιρός έκτακτο δελτίο επιδείνωσης ποιες περιοχές επηρεάζονται,0,TN,WEATHER
2094,tweet413,X,lol of course there is a hurricane heading straight to Greece (just this is ridiculous) the one damn weekend there is a synchro meet #2020 #Ianos #medicane,LOL Φυσικά υπάρχει ένας τυφώνας που κατευθύνεται κατευθείαν στην Ελλάδα (ακριβώς αυτό είναι γελοίο) το ένα καταραμένο Σαββατοκύριακο υπάρχει ένα Synchro Meet #2020 #ianos #Medicane,,,,lol φυσικά υπάρχει ένας τυφώνας που κατευθύνεται κατευθείαν στην ελλάδα ακριβώς αυτό είναι γελοίο το ένα καταραμένο σαββατοκύριακο υπάρχει ένα synchro meet 2020 ianos medicane,0,FN,
5215,tweet3534,X,Ένα πρωινό χωρίς κουτσομπολιά... Καιρός ήταν  #pamedanai #mega,Ένα πρωινό χωρίς κουτσομπολιά.Καιρός ήταν #pamedanai #mega,,,,ένα πρωινό χωρίς κουτσομπολιά καιρός ήταν pamedanai mega,0,TN,
2824,tweet1143,X,Καιρός: Σταδιακή μείωση των φαινομένων το Σαββατοκύριακο 19 &amp; 20/9 https://t.co/X5qzeGQtKc,Καιρός: Σταδιακή μείωση των φαινομένων το Σαββατοκύριακο 19 &amp; 20/9,,,,καιρός σταδιακή μείωση των φαινομένων το σαββατοκύριακο 19 amp 20 9,0,TN,WEATHER
6416,tweet4735,X,O καιρός την Πέμπτη! Βροχές και τοπικές καταιγίδες την Πέμπτη – Ποιες περιοχές θα επηρεαστούν…. https://t.co/a8vHU5t1Ga @velopky,O καιρός την Πέμπτη! Βροχές και τοπικές καταιγίδες την Πέμπτη – Ποιες περιοχές θα επηρεαστούν…. @velopky,,,,o καιρός την πέμπτη βροχές και τοπικές καταιγίδες την πέμπτη ποιες περιοχές θα επηρεαστούν velopky,0,TN,
3630,tweet1949,X,@Anageos15 @eva_eva30 Εε καιρός ήταν..,Anageos15 @eva_eva30 Εε καιρός ήταν.,,,,anageos15 eva_eva30 εε καιρός ήταν,0,TN,
5258,tweet3577,X,"Καιρός ήταν.

https://t.co/s9p23WJyZo",Καιρός ήταν.,,,,καιρός ήταν,0,TN,
6384,tweet4703,X,@DimitriouSia @axiologitis @mitsakibeni Λίγα χρήματα. Στη Καρδίτσα έγιναν ζημιές εκατοντάδων εκατομμυρίων ευρω. Τα 900.000?ευρώ μας πείραξαν;,DimitriouSia @axiologitis @mitsakibeni Λίγα χρήματα. Στη Καρδίτσα έγιναν ζημιές εκατοντάδων εκατομμυρίων ευρω. Τα 900.000?ευρώ μας πείραξαν;,,,,dimitriousia axiologitis mitsakibeni λίγα χρήματα στη καρδίτσα έγιναν ζημιές εκατοντάδων εκατομμυρίων ευρω τα 900 000 ευρώ μας πείραξαν,1,TP,
1814,tweet133,X,Greece 😭😢😔🌀⚠️🆘🌬⛈ #Ianos https://t.co/WBEeY97VBS,Ελλάδα #ianos,,,,ελλάδα ianos,0,TN,
6236,tweet4555,X,"Καιρός: Βροχές και καταιγίδες 23-24 Σεπτεμβρίου https://t.co/7N9KPuH6LP μέσω @Είδησης για Τύρναβο, Αμπελώνα, Λάρισα","Καιρός: Βροχές και καταιγίδες 23-24 Σεπτεμβρίου μέσω @Είδησης για Τύρναβο, Αμπελώνα, Λάρισα",,,,καιρός βροχές και καταιγίδες 23 24 σεπτεμβρίου μέσω είδησης για τύρναβο αμπελώνα λάρισα,0,TN,WEATHER
6364,tweet4683,X,@emikriloulou Εννοεις σαν χαρακτηρας.. Γιατι τι κανει στην προσωπικη της ζωη δεν μας ενδιαφερει.. Κραταω επιφυλαξη ακομα για την Ραμονα.. Θελω να περασει λιγος καιρος ακομα..,emikriloulou Εννοεις σαν χαρακτηρας.Γιατι τι κανει στην προσωπικη της ζωη δεν μας ενδιαφερει.Κραταω επιφυλαξη ακομα για την Ραμονα.Θελω να περασει λιγος καιρος ακομα.,,,,emikriloulou εννοεις σαν χαρακτηρας γιατι τι κανει στην προσωπικη της ζωη δεν μας ενδιαφερει κραταω επιφυλαξη ακομα για την ραμονα θελω να περασει λιγος καιρος ακομα,0,TN,
664,''2401639026126831972,instagram,#ianos#fusaageri#bythesea#,#ianos#fusaageri#bythesea#,,,119768907_362324878129379_4548765891751773115_n.jpg,ianos fusaageri bythesea,0,TN,
1942,tweet261,X,"The forming #medicane in the Mediterranean will likely look like a well structured hurricane by the end of today, this storm has been named #Ianos and will affect Greece with potential severe flooding and damaging winds tomorrow into weekend! #Europe https://t.co/7SkF0ZmePA","Το σχηματισμό #Medicane στη Μεσόγειο πιθανότατα θα μοιάζει με έναν καλά δομημένο τυφώνα μέχρι το τέλος του σήμερα, αυτή η καταιγίδα έχει ονομαστεί #IANOS και θα επηρεάσει την Ελλάδα με πιθανές σοβαρές πλημμύρες και επιβλαβείς ανέμους αύριο στο Σαββατοκύριακο! #Ευρώπη",,,,το σχηματισμό medicane στη μεσόγειο πιθανότατα θα μοιάζει με έναν καλά δομημένο τυφώνα μέχρι το τέλος του σήμερα αυτή η καταιγίδα έχει ονομαστεί ianos και θα επηρεάσει την ελλάδα με πιθανές σοβαρές πλημμύρες και επιβλαβείς ανέμους αύριο στο σαββατοκύριακο ευρώπη,1,TP,
3453,tweet1772,X,#festival_kne φτάνει ο καιρός μας! Τώρα οι Υπεραστικοί στη σκηνή! https://t.co/DXCauBBAs7,#festival_kne φτάνει ο καιρός μας! Τώρα οι Υπεραστικοί στη σκηνή!,,,,festival_kne φτάνει ο καιρός μας τώρα οι υπεραστικοί στη σκηνή,0,TN,
3336,tweet1655,X,"@ArtemisPapapav2 @chappilot1 @WizdoctorV Έλα ρε δεν υπάρχει αυτό, όλη η βρωμιά της υφηλίου μαζεύστηκε εδώ. Καιρός να αραιώνουν άντε άντε..","ArtemisPapapav2 @chappilot1 @WizdoctorV Έλα ρε δεν υπάρχει αυτό, όλη η βρωμιά της υφηλίου μαζεύστηκε εδώ. Καιρός να αραιώνουν άντε άντε.",,,,artemispapapav2 chappilot1 wizdoctorv έλα ρε δεν υπάρχει αυτό όλη η βρωμιά της υφηλίου μαζεύστηκε εδώ καιρός να αραιώνουν άντε άντε,1,FP,
5043,tweet3362,X,@terrazas_sally @TeamSanta_SRdL Excellent thinking!,terrazas_sally @teamsanta_srdl Εξαιρετική σκέψη!,,,,terrazas_sally teamsanta_srdl εξαιρετική σκέψη,0,TN,
5716,tweet4035,X,Ο καιρός με την Πάττυ Σπηλιωτοπούλου – “Ο απολογισμός του “Ιανού” και οι εξελίξεις τη νέα βδομάδα” (video) https://t.co/IK0j3ksnXQ,Ο καιρός με την Πάττυ Σπηλιωτοπούλου – “Ο απολογισμός του “Ιανού” και οι εξελίξεις τη νέα βδομάδα” (video),,,,ο καιρός με την πάττυ σπηλιωτοπούλου ο απολογισμός του ιανού και οι εξελίξεις τη νέα βδομάδα video,1,TP,*
3119,tweet1438,X,#Ianos made landfall in Greece overnight. We already have photos of the damage.,#IANOS έκανε ξηρά στην Ελλάδα μια νύχτα. Έχουμε ήδη φωτογραφίες από τη ζημιά.,,,,ianos έκανε ξηρά στην ελλάδα μια νύχτα έχουμε ήδη φωτογραφίες από τη ζημιά,1,TP,
1501,''2400358019810828840,instagram,"■ «If I hide, who will search for me?\nIf I sink, who will swim with me?\nIf I fall, will you try to catch me?\n\nLight a lantern if you care because I am always partly fading away...» ■\n\n■ Written by “BarelyABard” ■\n\n#september #summer #fading #away #light #lantern #septembermood #autumn #autumnvibes #abstract #photography #moody #moodygrams #greece #lightup #FlaneursKaleidoscopicHorizons #travel #poetrylovers #travelphotography #storytelling #minimalism #minimal #ig_greece #agameoftones #industrialdesign #half  #hurricane #ianos #picoftheday #shapes","Αν κρύψω, ποιος θα με ψάξει; » ■ \ n \ n ■ Γράφτηκε από το ""Warelyabard"" ■ \ n \ n #Σεπτέμβριος #summer #fading #away #light #lantern #SeptemberMood #Autumn #AutumnVibes #abstract # #PoetryLovers #TravelPhotography #StoryTell",,,119560775_715427662520100_8552704246664875991_n.jpg,αν κρύψω ποιος θα με ψάξει n n γράφτηκε από το warelyabard n n σεπτέμβριος summer fading away light lantern septembermood autumn autumnvibes abstract poetrylovers travelphotography storytell,1,FP,
417,''2403173934143155350,instagram,😂\n.\n.\n#ianos #greece #greece🇬🇷 #hurricane #athens #athensgreece #greece🇬🇷 #funny #funnyphotos #funnypictures #funnyposts #funnypics #instaphoto #instadaily #instagood #insta #mood #weekend #weekendgetaway #dog #dogsofinstagram #doglife #dogs #popupgr,n. \ n. \ n #ianos #greece #greece #hurricane #Athens #AthensGreeCe #greece #funny #funnyphotos #funnypictures #funnypoS doglife #dogs #popupgr,,,119863211_837747793632736_639324440835919794_n.jpg,n n n ianos greece greece hurricane athens athensgreece greece funny funnyphotos funnypictures funnypos doglife dogs popupgr,1,FP,*
4293,tweet2612,X,Γιατί «έπνιξε» την Θεσσαλία ο Ιανός – Σοβαρές ζημιές και συγκλονιστικές εικόνες από ψηλά https://t.co/iGWOT3nMhu,Γιατί «έπνιξε» την Θεσσαλία ο Ιανός – Σοβαρές ζημιές και συγκλονιστικές εικόνες από ψηλά,,,,γιατί έπνιξε την θεσσαλία ο ιανός σοβαρές ζημιές και συγκλονιστικές εικόνες από ψηλά,1,TP,
6514,tweet4833,X,Καιρός: Βροχές και καταιγίδες την Πέμπτη – Πού θα είναι έντονα τα καιρικά φαινόμενα - https://t.co/qzxioz4tJY #καιρός,Καιρός: Βροχές και καταιγίδες την Πέμπτη – Πού θα είναι έντονα τα καιρικά φαινόμενα - #καιρός,,,,καιρός βροχές και καταιγίδες την πέμπτη πού θα είναι έντονα τα καιρικά φαινόμενα καιρός,0,TN,WEATHER
3794,tweet2113,X,"Μια ηλικιωμένη γυναίκα στα Φάρσαλα, είναι το πρώτο θύμα του Ιανού - Ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις - Επιχειρήσεις για απεγκλωβισμούς ανθρώπων https://t.co/zGaALoHDQI","Μια ηλικιωμένη γυναίκα στα Φάρσαλα, είναι το πρώτο θύμα του Ιανού - Ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις - Επιχειρήσεις για απεγκλωβισμούς ανθρώπων",,,,μια ηλικιωμένη γυναίκα στα φάρσαλα είναι το πρώτο θύμα του ιανού ανυπολόγιστες οι ζημιές σε σπίτια και αγροτικές εκτάσεις επιχειρήσεις για απεγκλωβισμούς ανθρώπων,1,TP,
3739,tweet2058,X,«Ιανός»: Μετρούν τις πληγές τους στη Φθιώτιδα – Ανυπολόγιστες οι ζημιές στα Φάρσαλα https://t.co/WhLK7uIsjF #ΕΛΛΑΔΑ #Ιανός,Ιανός»: Μετρούν τις πληγές τους στη Φθιώτιδα – Ανυπολόγιστες οι ζημιές στα Φάρσαλα #ΕΛΛΑΔΑ #Ιανός,,,,ιανός μετρούν τις πληγές τους στη φθιώτιδα ανυπολόγιστες οι ζημιές στα φάρσαλα ελλαδα ιανός,1,TP,
7760,YouTube403,YouTube,"Καρδίτσα: Μεγάλες ζημιές απο την κακοκαιρία Ιανός Τις πληγές της μετρά με το πρώτο φως της ημέρας η Περιφερειακή Ενότητα Καρδίτσας, καθώς η επέλαση του ""Ιανού"" ήταν ...","Καρδίτσα: Μεγάλες ζημιές απο την κακοκαιρία Ιανός Τις πληγές της μετρά με το πρώτο φως της ημέρας η Περιφερειακή Ενότητα Καρδίτσας, καθώς η επέλαση του ""Ιανού"" ήταν.",k0TL4oOzUXA,1,na,καρδίτσα μεγάλες ζημιές απο την κακοκαιρία ιανός τις πληγές της μετρά με το πρώτο φως της ημέρας η περιφερειακή ενότητα καρδίτσας καθώς η επέλαση του ιανού ήταν,1,TP,
1490,''2400976956265667017,instagram,Waiting for the storm! ⚡⛈\n#kokonidogs  #kokonidogofinstagram  #kokoni #storm  #ianos  #waiting,Περιμένοντας την καταιγίδα! \ n #kokonidogs #kokonidogofinstagram #kokoni #storm #ianos #waiting,,,119563465_1009273429533929_9197113923938553635_n.jpg,περιμένοντας την καταιγίδα n kokonidogs kokonidogofinstagram kokoni storm ianos waiting,1,TP,
1104,''2401624229788593730,instagram,"#ianos Τα κεφάλια έξω...😸\nHello World! 😺\nNo storm can last forever 🙋‍♀️♥️💋\n\n📷 @berner2222\n #Japan\nRepost @epic.travels\n\n#ianos \n#cycloneianos \n#huricane \n#travelthroughtheworld \n#travelinspiration \n#hellohappyworld \n\n🧭Discover beautiful scenery, ancient sites and beautiful beaches \n💎Download our free app 👉 Bio💎","#IANOS e a cyleia έξω. \ nhello World! \ nno καταιγίδα μπορεί να διαρκέσει για πάντα \ n \ n @berner2222 \ n #japan \ nrepost @epic.travels \ n \ n#anos \ n#cycloneianos \ n#huricane \ n#travelthreworld \ n#travelInspration \ n#hellyworld \ n##aanos \ n#cycloneianO \ ndiscover όμορφο τοπίο, αρχαίους ιστότοπους και όμορφες παραλίες \ ndownload μας δωρεάν bio app",,,119696907_1543331255854419_7536075739973567844_n.jpg,ianos e a cyleia έξω nhello world nno καταιγίδα μπορεί να διαρκέσει για πάντα n n berner2222 n japan nrepost epic travels n n anos n cycloneianos n huricane n travelthreworld n travelinspration n hellyworld n aanos n cycloneiano ndiscover όμορφο τοπίο αρχαίους ιστότοπους και όμορφες παραλίες ndownload μας δωρεάν bio app,1,TP,
4412,tweet2731,X,Βελτιωμένος ο καιρός σήμερα μετά τον «Ιανό» – Πού αναμένονται βροχές (video) https://t.co/XHhDUEnhbU,Βελτιωμένος ο καιρός σήμερα μετά τον «Ιανό» – Πού αναμένονται βροχές (video),,,,βελτιωμένος ο καιρός σήμερα μετά τον ιανό πού αναμένονται βροχές video,0,TN,WEATHER
6446,tweet4765,X,"si chulear a mis amigas fuera un deporte olímpico, yo sería michael phelps","Αν το να φλερτάρω τις φίλες μου ήταν ολυμπιακό άθλημα, θα ήμουν ο Μάικλ Φελπς.",,,,αν το να φλερτάρω τις φίλες μου ήταν ολυμπιακό άθλημα θα ήμουν ο μάικλ φελπς,0,TN,
4774,tweet3093,X,ΤΩΡΑ τεχνικοί της ΔΕΔΔΗΕ αποκαθιστούν ζημιές σε κολώνες στο πάνω μέρος του Ληξουριού (βίντεο-εικόνες) https://t.co/j7IFTGnUP8,ΤΩΡΑ τεχνικοί της ΔΕΔΔΗΕ αποκαθιστούν ζημιές σε κολώνες στο πάνω μέρος του Ληξουριού (βίντεο-εικόνες),,,,τωρα τεχνικοί της δεδδηε αποκαθιστούν ζημιές σε κολώνες στο πάνω μέρος του ληξουριού βίντεο εικόνες,1,TP,
1845,tweet164,X,Κώδωνας του κινδύνου από Χαρδαλιά για ζημιές από τον «Ιανό». Πού θα χτυπήσει η κακοκαιρία. Τι πρέπει να κάνουν οι πο https://t.co/O905R0flIz%,Κώδωνας του κινδύνου από Χαρδαλιά για ζημιές από τον «Ιανό». Πού θα χτυπήσει η κακοκαιρία. Τι πρέπει να κάνουν οι πο,,,,κώδωνας του κινδύνου από χαρδαλιά για ζημιές από τον ιανό πού θα χτυπήσει η κακοκαιρία τι πρέπει να κάνουν οι πο,1,TP,
750,''2400951672959231409,instagram,#Ianos 🌀⚠️ #medicane está afectando a #Grecia 🇬🇷.\n\nTorrentes de barro se observan en #Kefalonia esta mañana 18 de septiembre cuando #Medicane #Ianos toca tierra.\n\n#EG #Georiesgos #Clima #Climate #Tiempo #FenomenoNatural #SePreventivo #SeResiliente #Inundacion #storm #lluvia #thypoon #Inundacion #inundation,#IANOS #Medicane επηρεάζει #grecia.,,,119744697_3398474306875843_2390781936727258117_n.jpg,ianos medicane επηρεάζει grecia,0,TN,
3613,tweet1932,X,Καιρός: Ισχυρές βροχές και καταιγίδες https://t.co/qECgh2Q54B,Καιρός: Ισχυρές βροχές και καταιγίδες,,,,καιρός ισχυρές βροχές και καταιγίδες,0,TN,WEATHER
2640,tweet959,X,"#ianos #medicane #greece #evrytaniaweather @ Karpenísi, Evritania, Greece https://t.co/7ge4EROemK","#ianos #Medicane #Greece #Evrytaniaweather @ Karpenísi, Evritania, Ελλάδα",,,,ianos medicane greece evrytaniaweather karpenísi evritania ελλάδα,0,TN,
6195,tweet4514,X,Καιρός: Νέα επιδείνωση - Έκτακτο Δελτίο από την ΕΜΥ https://t.co/jLWrkFGcLy,Καιρός: Νέα επιδείνωση - Έκτακτο Δελτίο από την ΕΜΥ,,,,καιρός νέα επιδείνωση έκτακτο δελτίο από την εμυ,0,TN,
1784,tweet103,X,Στη Βουλή μέσω ερώτησης οι ζημιές των αγριογούρουνων στη Μεσσηνία https://t.co/8wy82fzrVJ,Στη Βουλή μέσω ερώτησης οι ζημιές των αγριογούρουνων στη Μεσσηνία,,,,στη βουλή μέσω ερώτησης οι ζημιές των αγριογούρουνων στη μεσσηνία,1,FP,
5405,tweet3724,X,@logagiasmos @REDSKIN75 @sapies_kaltses Νομίζω έχει ωριμάσει πλέον ο καιρός για σύσταση σώματος «αθλητικής αστυνομίας». Θα είναι το 2ο ειδικοεπίλεκτο σώμα μετά την «αστυνομία μόδας»😜🤣,logagiasmos @REDSKIN75 @sapies_kaltses Νομίζω έχει ωριμάσει πλέον ο καιρός για σύσταση σώματος «αθλητικής αστυνομίας». Θα είναι το 2ο ειδικοεπίλεκτο σώμα μετά την «αστυνομία μόδας»,,,,logagiasmos redskin75 sapies_kaltses νομίζω έχει ωριμάσει πλέον ο καιρός για σύσταση σώματος αθλητικής αστυνομίας θα είναι το 2ο ειδικοεπίλεκτο σώμα μετά την αστυνομία μόδας,0,TN,
4753,tweet3072,X,Στα 20 εκ. ευρώ οι ζημιές από την κακοκαιρία στη Μαγνησία https://t.co/Z0uu9t4wxD,Στα 20 εκ. ευρώ οι ζημιές από την κακοκαιρία στη Μαγνησία,,,,στα 20 εκ ευρώ οι ζημιές από την κακοκαιρία στη μαγνησία,1,TP,
3751,tweet2070,X,Ιανός : Αγριεμένος ο καιρός σήμερα -  Ποιες περιοχές θα «χτυπήσει» https://t.co/GCZwWgz5MC,Ιανός : Αγριεμένος ο καιρός σήμερα - Ποιες περιοχές θα «χτυπήσει»,,,,ιανός αγριεμένος ο καιρός σήμερα ποιες περιοχές θα χτυπήσει,0,TN,WEATHER
7006,Flickr458,Flickr,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373832546,,50373832546.jpg,medicane ianos 2020 μεσογειακός τυφώνας,0,TN,
2294,tweet613,X,"How 2020 is this? Greece is bracing for a hurricane-like storm in the Mediterranean Sea called Medicane #Ianos, which developed just east of Italy. 

These aren't particularly rare.. But this one could be one of the strongest on record, now the equivalent of a Category 1 storm. https://t.co/gps09ZRWCs","Πώς είναι αυτό το 2020; Η Ελλάδα στήριξε μια καταιγίδα που μοιάζει με τυφώνα στη Μεσόγειο Θάλασσα που ονομάζεται Medicane #ianos, η οποία αναπτύχθηκε ακριβώς ανατολικά της Ιταλίας. Αυτά δεν είναι ιδιαίτερα σπάνια. Αλλά αυτό θα μπορούσε να είναι ένα από τα ισχυρότερα ρεκόρ, τώρα το ισοδύναμο μιας καταιγίδας κατηγορίας 1.",,,,πώς είναι αυτό το 2020 η ελλάδα στήριξε μια καταιγίδα που μοιάζει με τυφώνα στη μεσόγειο θάλασσα που ονομάζεται medicane ianos η οποία αναπτύχθηκε ακριβώς ανατολικά της ιταλίας αυτά δεν είναι ιδιαίτερα σπάνια αλλά αυτό θα μπορούσε να είναι ένα από τα ισχυρότερα ρεκόρ τώρα το ισοδύναμο μιας καταιγίδας κατηγορίας 1,0,FN,
2216,tweet535,X,@SimonLeeWx Here the forecasted wave field generated by #medicane #Ianos,Simonleewx εδώ το προβλεπόμενο πεδίο κύματος που δημιουργήθηκε από #Medicane #ianos,,,,simonleewx εδώ το προβλεπόμενο πεδίο κύματος που δημιουργήθηκε από medicane ianos,1,TP,
3897,tweet2216,X,"#Ιανος “Biblical” like disaster as rare #medicane #Ianos hits Central #Greece 

Catastrophic flooding in Karditsa - Mouzaki area 

#Ianos #medicane #Medistorm 
#Cyclone #Greece https://t.co/FpQl9fpZ6h","#Iaans ""Biblical"" όπως η καταστροφή ως σπάνια #Medicane #IANOS χτυπά κεντρική #greece καταστροφικές πλημμύρες στην περιοχή Karditsa - Mouzaki #ianos #Medicane #Medistorm #Cyclone #greece",,,,iaans biblical όπως η καταστροφή ως σπάνια medicane ianos χτυπά κεντρική greece καταστροφικές πλημμύρες στην περιοχή karditsa mouzaki ianos medicane medistorm cyclone greece,1,TP,
5081,tweet3400,X,"Αναλυτικά η πρόγνωση της Εθνικής Μετεωρολογικής Υπηρεσίας #καιρος #προγνωση
https://t.co/H6cu8mX9Xo",Αναλυτικά η πρόγνωση της Εθνικής Μετεωρολογικής Υπηρεσίας #καιρος #προγνωση,,,,αναλυτικά η πρόγνωση της εθνικής μετεωρολογικής υπηρεσίας καιρος προγνωση,0,TN,WEATHER
611,''2401214582151205295,instagram,#medicane #ithacagreece #staysafe #ianos #takis #beachmanager hope everyone is safe #tb #polisbay,#Medicane #ithacagreece #staysafe #ianos #takis #beachmanager Ελπίζω ότι όλοι είναι ασφαλείς #tb #polisbay,,,119788772_682648642599174_4052539822514165062_n.jpg,medicane ithacagreece staysafe ianos takis beachmanager ελπίζω ότι όλοι είναι ασφαλείς tb polisbay,0,FN,
6916,Flickr368,Flickr,Medicane Ianos 2020 Mediterranean Hurricane,Medicane Ianos 2020 Μεσογειακός τυφώνας,50373169188,,50373169188.jpg,medicane ianos 2020 μεσογειακός τυφώνας,0,TN,
4602,tweet2921,X,"@stamatispoulis @KostasVaxevanis Ποιος υπόδικος σε Ποια υπόθεση τα 12,5 € φακές ρε Δεν τα ξεχάσαμε σε έτσουξε που σε ξεβρακωσε πάλι και δεν στο λέει αριστερός δεξιός που αντιπαθεί Μητσοτακεικο και όλες τις φαρες νδ αντί να σκύψεις κεφάλι για νεκρούς ζημιές Φάρσαλα Μουζακι Καρδίτσα γράφεις βλακείες για εσενα","stamatispoulis @KostasVaxevanis Ποιος υπόδικος σε Ποια υπόθεση τα 12,5 € φακές ρε Δεν τα ξεχάσαμε σε έτσουξε που σε ξεβρακωσε πάλι και δεν στο λέει αριστερός δεξιός που αντιπαθεί Μητσοτακεικο και όλες τις φαρες νδ αντί να σκύψεις κεφάλι για νεκρούς ζημιές Φάρσαλα Μουζακι Καρδίτσα γράφεις βλακείες για εσενα",,,,stamatispoulis kostasvaxevanis ποιος υπόδικος σε ποια υπόθεση τα 12 5 φακές ρε δεν τα ξεχάσαμε σε έτσουξε που σε ξεβρακωσε πάλι και δεν στο λέει αριστερός δεξιός που αντιπαθεί μητσοτακεικο και όλες τις φαρες νδ αντί να σκύψεις κεφάλι για νεκρούς ζημιές φάρσαλα μουζακι καρδίτσα γράφεις βλακείες για εσενα,1,TP,
4107,tweet2426,X,Νεκροί και αγνοούμενοι από τη φονική κακοκαιρία στη Θεσσαλία. Δραματικές προσπάθειες για την απελευθέρωση εγκλωβισμένων. Εκτεταμένες ζημιές σε σπίτια και δρόμους. Απόψε στο κεντρικό δελτίο ειδήσεων του @opentvgr στις 18:50 με τον @ipapadopoulos #OPENnews,Νεκροί και αγνοούμενοι από τη φονική κακοκαιρία στη Θεσσαλία. Δραματικές προσπάθειες για την απελευθέρωση εγκλωβισμένων. Εκτεταμένες ζημιές σε σπίτια και δρόμους. Απόψε στο κεντρικό δελτίο ειδήσεων του @opentvgr στις 18:50 με τον @ipapadopoulos #OPENnews,,,,νεκροί και αγνοούμενοι από τη φονική κακοκαιρία στη θεσσαλία δραματικές προσπάθειες για την απελευθέρωση εγκλωβισμένων εκτεταμένες ζημιές σε σπίτια και δρόμους απόψε στο κεντρικό δελτίο ειδήσεων του opentvgr στις 18 50 με τον ipapadopoulos opennews,1,TP,
8258,YouTube901,YouTube,"Συζήτηση για την οικονομία ενόψει της κατάθεσης του προσχεδίου του προϋπολογισμού, λίγες μέρες μετά τη δημοσιοποίηση από ... Τι Λέει ο Νόμος: Η Οικονομία Ενόψει της Κατάθεσης του Προσχεδίου του Προϋπολογισμού (01/10/2020)","Συζήτηση για την οικονομία ενόψει της κατάθεσης του προσχεδίου του προϋπολογισμού, λίγες μέρες μετά τη δημοσιοποίηση από. Τι Λέει ο Νόμος: Η Οικονομία Ενόψει της Κατάθεσης του Προσχεδίου του Προϋπολογισμού (01/10/2020)",5HkMaMY6CD4,1,na,συζήτηση για την οικονομία ενόψει της κατάθεσης του προσχεδίου του προϋπολογισμού λίγες μέρες μετά τη δημοσιοποίηση από τι λέει ο νόμος η οικονομία ενόψει της κατάθεσης του προσχεδίου του προϋπολογισμού 01 10 2020,1,FP,
3993,tweet2312,X,"@AnAthenianToLDN Είμαι στη Ζάκυνθο, απίστευτη ισχύς του αέρα, βροχή όχι ιδιαίτερη αλλά ο αέρας ήταν το κάτι άλλο! Πάει όμως ο #ΙΑΝΟΣ μας άφησε με ζημιές παντού και διακοπή ρεύματος αρκετές ώρες,σε κάποιες περιοχές 24 ώρες! Σήμερα ΉΛΙΟΣ , ΑΙΣΙΟΔΟΞΊΑ!","AnAthenianToLDN Είμαι στη Ζάκυνθο, απίστευτη ισχύς του αέρα, βροχή όχι ιδιαίτερη αλλά ο αέρας ήταν το κάτι άλλο! Πάει όμως ο #ΙΑΝΟΣ μας άφησε με ζημιές παντού και διακοπή ρεύματος αρκετές ώρες,σε κάποιες περιοχές 24 ώρες! Σήμερα ΉΛΙΟΣ , ΑΙΣΙΟΔΟΞΊΑ!",,,,anatheniantoldn είμαι στη ζάκυνθο απίστευτη ισχύς του αέρα βροχή όχι ιδιαίτερη αλλά ο αέρας ήταν το κάτι άλλο πάει όμως ο ιανος μας άφησε με ζημιές παντού και διακοπή ρεύματος αρκετές ώρες σε κάποιες περιοχές 24 ώρες σήμερα ήλιος αισιοδοξία,1,TP,
4429,tweet2748,X,Βελτιώνεται ο καιρός σήμερα - Οι βροχές και οι καταιγίδες του «Ιανού» περιορίζονται στην Κρήτη | mononews #mononewsGR https://t.co/gAu7I63aky,Βελτιώνεται ο καιρός σήμερα - Οι βροχές και οι καταιγίδες του «Ιανού» περιορίζονται στην Κρήτη | mononews #mononewsGR,,,,βελτιώνεται ο καιρός σήμερα οι βροχές και οι καταιγίδες του ιανού περιορίζονται στην κρήτη mononews mononewsgr,1,TP,
5904,tweet4223,X,"Μερικές επισημάνσεις για τις ζημιές στις αγροτικές εκμεταλλεύσεις από φυσικά αίτια 
https://t.co/2NErwhzaIK",Μερικές επισημάνσεις για τις ζημιές στις αγροτικές εκμεταλλεύσεις από φυσικά αίτια,,,,μερικές επισημάνσεις για τις ζημιές στις αγροτικές εκμεταλλεύσεις από φυσικά αίτια,1,TP,
4016,tweet2335,X,"@ArchaiosPolitis Τώρα θα καταλάβεις τι είναι η ευτυχία,  και όσο περνάει ο καιρός τόσο ποιο ευτυχισμένος θα είσαι","ArchaiosPolitis Τώρα θα καταλάβεις τι είναι η ευτυχία, και όσο περνάει ο καιρός τόσο ποιο ευτυχισμένος θα είσαι",,,,archaiospolitis τώρα θα καταλάβεις τι είναι η ευτυχία και όσο περνάει ο καιρός τόσο ποιο ευτυχισμένος θα είσαι,0,TN,
